word,actions,label,pred
THEY HAVE WAITERS ON THE SIDEWALK TRYING TO PULL YOU IN WHICH MADE US SUSPICIOUS .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([ 0.4465, -0.2397, -1.5026], device='cuda:0', grad_fn=<SelectBackward>)"
"For someone who used to hate Indian food , Baluchi 's has changed my mid .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(2, device='cuda:0')","tensor([-0.1844, -0.1994, -0.8350], device='cuda:0', grad_fn=<SelectBackward>)"
"Although the restaurant itself is nice , I prefer not to go for the food .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-0.5921, -0.2421, -0.3829], device='cuda:0', grad_fn=<SelectBackward>)"
How pretentious and inappropriate for MJ Grill to claim that it provides power lunch and dinners !,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-2.3336, -0.1781,  0.9261], device='cuda:0', grad_fn=<SelectBackward>)"
How pretentious and inappropriate for MJ Grill to claim that it provides power lunch and dinners !,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-2.3335, -0.1781,  0.9260], device='cuda:0', grad_fn=<SelectBackward>)"
Did n't seem like any effort was made to the display and quality of the food .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-0.0419, -2.0141,  1.4554], device='cuda:0', grad_fn=<SelectBackward>)"
At night the atmoshere changes turning into this hidden jewel that is waiting to be discovered .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(2, device='cuda:0')","tensor([-0.2498, -0.3828, -0.5304], device='cuda:0', grad_fn=<SelectBackward>)"
I would only go for the coffee which is way better than Starbucks or the like .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(2, device='cuda:0')","tensor([-0.6361, -0.2979, -0.3256], device='cuda:0', grad_fn=<SelectBackward>)"
The waitress came by to pick up the soy sauce WHILE we were eating our lunch !!!!!,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-1.5760, -0.9520,  1.0182], device='cuda:0', grad_fn=<SelectBackward>)"
The waitress came by to pick up the soy sauce WHILE we were eating our lunch !!!!!,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.6713, -0.3239,  0.3981], device='cuda:0', grad_fn=<SelectBackward>)"
The waitress came by to pick up the soy sauce WHILE we were eating our lunch !!!!!,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.7054, -0.3372,  0.4321], device='cuda:0', grad_fn=<SelectBackward>)"
This place has the strangest menu and the restaurants tries too hard to make fancy food .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-1.1584, -1.0435,  0.7110], device='cuda:0', grad_fn=<SelectBackward>)"
This place has the strangest menu and the restaurants tries too hard to make fancy food .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-1.1643, -1.0332,  0.6987], device='cuda:0', grad_fn=<SelectBackward>)"
"The room is a gorgeous , bi-level space and the long bar perfect for a drink .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.4689, -1.3647,  1.3684], device='cuda:0', grad_fn=<SelectBackward>)"
i have eaten here on a different occasion - the food is mediocre for the prices .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-0.3434,  0.6778, -1.1030], device='cuda:0', grad_fn=<SelectBackward>)"
I 'm looking forward to going back soon and eventually trying most everything on the menu !,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(2, device='cuda:0')","tensor([-0.3974, -0.3069, -0.8543], device='cuda:0', grad_fn=<SelectBackward>)"
"When the dish arrived it was blazing with green chillis , definitely not edible by a human .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-0.3867, -1.2287,  0.5813], device='cuda:0', grad_fn=<SelectBackward>)"
"When the dish arrived it was blazing with green chillis , definitely not edible by a human .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-0.0680, -0.8557, -0.0282], device='cuda:0', grad_fn=<SelectBackward>)"
"But dinner here is never disappointing , even if the prices are a bit over the top .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(2, device='cuda:0')","tensor([ 1.0404, -0.7140, -1.0353], device='cuda:0', grad_fn=<SelectBackward>)"
The staff members are extremely friendly and even replaced my drink once when I dropped it outside .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-0.1234, -0.2878, -0.8075], device='cuda:0', grad_fn=<SelectBackward>)"
"Build a meal with side orders like Amazin' Greens salads , Buffalo Chicken Kickers and Cinna Stix .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-2.8505, -1.3633,  2.3386], device='cuda:0', grad_fn=<SelectBackward>)"
"We requested they re-slice the sushi , and it was returned to us in small cheese-like cubes .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-0.6580,  0.4967, -1.2385], device='cuda:0', grad_fn=<SelectBackward>)"
I stopped by for some brunch today and had the vegan cranberry pancakes and some rice milk .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.7317,  0.0386,  0.3610], device='cuda:0', grad_fn=<SelectBackward>)"
"Even when the chef is not in the house , the food and service are right on target .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([ 0.1219, -0.4132, -0.6994], device='cuda:0', grad_fn=<SelectBackward>)"
"Since I cook for a living , I 'm very fussy about the food I eat in restaurants .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-0.9243, -0.4367, -0.0209], device='cuda:0', grad_fn=<SelectBackward>)"
"I can understand the prices if it served better food , like some Chinese restaurants in midtown/uptown area .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-0.5802, -0.5117, -0.0851], device='cuda:0', grad_fn=<SelectBackward>)"
"I can understand the prices if it served better food , like some Chinese restaurants in midtown/uptown area .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-0.8815, -0.5569,  0.2115], device='cuda:0', grad_fn=<SelectBackward>)"
They also have a great assortment of wraps if your not in the mood for traditional Mediterranean fare .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.9009, -0.7303,  1.3409], device='cuda:0', grad_fn=<SelectBackward>)"
"for about eleven bucks you get a gigantic burrito -LRB- or tacos -RRB- , margarita , and dessert .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-2.5614, -1.4224,  2.3447], device='cuda:0', grad_fn=<SelectBackward>)"
"for about eleven bucks you get a gigantic burrito -LRB- or tacos -RRB- , margarita , and dessert .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-2.5541, -1.3843,  2.3162], device='cuda:0', grad_fn=<SelectBackward>)"
"the restaurant was completely empty , but she gave me a dirty look and asked , no reservations ?","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([ 0.6491, -0.3309, -1.1293], device='cuda:0', grad_fn=<SelectBackward>)"
"No green beans , no egg , no anchovy dressing , no nicoise olives , no red onion .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-0.1752, -0.3733, -0.4277], device='cuda:0', grad_fn=<SelectBackward>)"
"No green beans , no egg , no anchovy dressing , no nicoise olives , no red onion .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-0.2134, -0.2945, -0.5202], device='cuda:0', grad_fn=<SelectBackward>)"
"No green beans , no egg , no anchovy dressing , no nicoise olives , no red onion .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-0.1644, -0.2667, -0.5914], device='cuda:0', grad_fn=<SelectBackward>)"
"No green beans , no egg , no anchovy dressing , no nicoise olives , no red onion .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([ 0.0882, -0.5508, -0.5049], device='cuda:0', grad_fn=<SelectBackward>)"
"No green beans , no egg , no anchovy dressing , no nicoise olives , no red onion .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-0.0797, -0.4096, -0.5002], device='cuda:0', grad_fn=<SelectBackward>)"
"Build a meal with side orders like Amazin ' Greens salads , Buffalo Chicken Kickers and Cinna Stix .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-2.5544, -0.7915,  1.7469], device='cuda:0', grad_fn=<SelectBackward>)"
"Build a meal with side orders like Amazin ' Greens salads , Buffalo Chicken Kickers and Cinna Stix .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.8558, -1.9123,  2.1849], device='cuda:0', grad_fn=<SelectBackward>)"
"Build a meal with side orders like Amazin ' Greens salads , Buffalo Chicken Kickers and Cinna Stix .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-2.5381, -1.4957,  2.2955], device='cuda:0', grad_fn=<SelectBackward>)"
"Build a meal with side orders like Amazin ' Greens salads , Buffalo Chicken Kickers and Cinna Stix .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-2.5313, -1.2867,  2.1643], device='cuda:0', grad_fn=<SelectBackward>)"
"The closest that I got was the Cherry Marscapone , but they were out of it that day .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-0.4754, -0.3852, -0.2052], device='cuda:0', grad_fn=<SelectBackward>)"
"The guac is fresh , yet lacking flavor , we like to add our fresh salsa into it .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-0.7006, -1.4253,  0.9383], device='cuda:0', grad_fn=<SelectBackward>)"
Our waiter was friendly and it is a shame that he didnt have a supportive staff to work with .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-1.0258, -1.5752,  1.6493], device='cuda:0', grad_fn=<SelectBackward>)"
"There restaurant is very casual , but perfect for lunch , and their delivery service is always very fast .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.9647, -1.0180,  1.3516], device='cuda:0', grad_fn=<SelectBackward>)"
I always find myself asking the waiter to make something bland and different than what is on the menu .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([ 0.1909, -0.4672, -1.0249], device='cuda:0', grad_fn=<SelectBackward>)"
"The decoration was feeling like we was on the Cairo , actually the street is part of that adventure .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(2, device='cuda:0')","tensor([ 0.6414, -1.1792, -0.3562], device='cuda:0', grad_fn=<SelectBackward>)"
We started with the scallops and asparagus and also had the soft shell crab as well as the cheese plate .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.2563, -0.8734,  1.0276], device='cuda:0', grad_fn=<SelectBackward>)"
We started with the scallops and asparagus and also had the soft shell crab as well as the cheese plate .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.1109, -0.7153,  0.7257], device='cuda:0', grad_fn=<SelectBackward>)"
We started with the scallops and asparagus and also had the soft shell crab as well as the cheese plate .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.4073, -1.0035,  1.2924], device='cuda:0', grad_fn=<SelectBackward>)"
We started with the scallops and asparagus and also had the soft shell crab as well as the cheese plate .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.3325, -0.9542,  1.1775], device='cuda:0', grad_fn=<SelectBackward>)"
"The food is all-around good , with the rolls usually excellent and the sushi/sashimi not quite on the same level .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.9959,  0.2016,  0.4360], device='cuda:0', grad_fn=<SelectBackward>)"
I 've come here for casual lunches as well as for a friend 's birthday and I always enjoy myself .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-2.7291,  0.0070,  0.6380], device='cuda:0', grad_fn=<SelectBackward>)"
"I found the food to be just as good as its owner , Da Silvano , just much less expensive .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(2, device='cuda:0')","tensor([ 0.9009, -1.4519, -0.6429], device='cuda:0', grad_fn=<SelectBackward>)"
"Our waitress had apparently never tried any of the food , and there was no one to recommend any wine .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([ 0.2558,  0.0271, -1.3879], device='cuda:0', grad_fn=<SelectBackward>)"
"Our waitress had apparently never tried any of the food , and there was no one to recommend any wine .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-0.8156, -0.5495,  0.0448], device='cuda:0', grad_fn=<SelectBackward>)"
"Two complaints - their appetizer selection stinks , it would be nice to get some mozzarella sticks on the menu .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-0.5228, -0.0886, -0.8002], device='cuda:0', grad_fn=<SelectBackward>)"
"While the smoothies are a little big for me , the fresh juices are the best I have ever had !","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-1.4433, -1.4288,  1.5814], device='cuda:0', grad_fn=<SelectBackward>)"
"After waiting for almost an hour , the waiter brusquely told us he 'd forgotten to give the kitchen our order .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-0.1590, -0.3270, -0.7725], device='cuda:0', grad_fn=<SelectBackward>)"
It gets crowded at lunchtime but there are lots of seats in back and everyone who works there is so nice .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(2, device='cuda:0')","tensor([-0.0401, -0.9134, -0.2701], device='cuda:0', grad_fn=<SelectBackward>)"
"I have been going to this restaurant for years , in the past the service was average and the food inconsistant .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([ 1.2607, -1.6187, -0.5917], device='cuda:0', grad_fn=<SelectBackward>)"
"Between my guest and I , we sampled at least 80 % of the menu , and they were all hits .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(2, device='cuda:0')","tensor([-0.4400, -0.2245, -0.6286], device='cuda:0', grad_fn=<SelectBackward>)"
Likewise if you like really thin crust or really big slices then Nick and Joe 's may not be your favorite .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-0.7121, -0.6470,  0.1693], device='cuda:0', grad_fn=<SelectBackward>)"
Likewise if you like really thin crust or really big slices then Nick and Joe 's may not be your favorite .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-0.8044, -0.7530,  0.3732], device='cuda:0', grad_fn=<SelectBackward>)"
"Thick fries , meaty chili and stuffed baked potatoes round out a menu that includes a cool , ultra-thick chocolate Frosty .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.8746, -1.9286,  2.5236], device='cuda:0', grad_fn=<SelectBackward>)"
"Thick fries , meaty chili and stuffed baked potatoes round out a menu that includes a cool , ultra-thick chocolate Frosty .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.8866, -1.9583,  2.5527], device='cuda:0', grad_fn=<SelectBackward>)"
"Thick fries , meaty chili and stuffed baked potatoes round out a menu that includes a cool , ultra-thick chocolate Frosty .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.8959, -1.9720,  2.5703], device='cuda:0', grad_fn=<SelectBackward>)"
"Thick fries , meaty chili and stuffed baked potatoes round out a menu that includes a cool , ultra-thick chocolate Frosty .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.8717, -1.9202,  2.5160], device='cuda:0', grad_fn=<SelectBackward>)"
"but , the filet mignon was not very good at all cocktail hour includes free appetizers -LRB- nice non-sushi selection -RRB- .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-3.3685,  0.5945,  1.0425], device='cuda:0', grad_fn=<SelectBackward>)"
If you like seafood and/or Greek food you will love this place though it is not limited to just these things .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(2, device='cuda:0')","tensor([-0.5135, -0.1946, -0.3881], device='cuda:0', grad_fn=<SelectBackward>)"
I asked repeatedly what the status of the meal was and was pretty much grunted at by the unbelievably rude waiter .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([ 0.7501, -0.4743, -1.1875], device='cuda:0', grad_fn=<SelectBackward>)"
I had to flag down a third staff person for a fork ... so now it 's goodbye Little RUDE Pie Company .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-0.0617, -0.1382, -0.9516], device='cuda:0', grad_fn=<SelectBackward>)"
"Stick to the items the place does best , brisket , ribs , wings , cajun shrimp is good , not great .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.2743, -2.2065,  2.4053], device='cuda:0', grad_fn=<SelectBackward>)"
"The food did take a few extra minutes to come , but the cute waiters ' jokes and friendliness made up for it .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-0.3906, -0.5184, -0.2855], device='cuda:0', grad_fn=<SelectBackward>)"
Beware of the chili signed food items not unless you want to call the fire department to douse the flames in your mouth .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([ 0.2794, -1.8579,  0.4320], device='cuda:0', grad_fn=<SelectBackward>)"
Everytime I go there I ca n't pick anything to eat and not because the menu is filled with great things to eat .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-0.8243, -0.7947,  0.4275], device='cuda:0', grad_fn=<SelectBackward>)"
"The Sashimi portion are big enough to appease most people , but I did n't like the fact they used artifical lobster meat .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(2, device='cuda:0')","tensor([-0.0690, -0.3864, -0.6988], device='cuda:0', grad_fn=<SelectBackward>)"
"The Sashimi portion are big enough to appease most people , but I did n't like the fact they used artifical lobster meat .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-0.1456,  0.0496, -1.1008], device='cuda:0', grad_fn=<SelectBackward>)"
"Probably my worst dining experience in new york , and I 'm a former waiter so I know what I 'm talking about .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([ 1.0111, -0.9845, -0.9425], device='cuda:0', grad_fn=<SelectBackward>)"
"Unfortunately , unless you live in the neighborhood , it 's not in a convenient location but is more like a hidden treasure .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-0.0236, -1.1151,  0.0655], device='cuda:0', grad_fn=<SelectBackward>)"
If your looking for nasty high priced food with a dash of ghetto scenery cheap BX A$ $ this is the place to be !!,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-0.5503, -1.4707,  0.7559], device='cuda:0', grad_fn=<SelectBackward>)"
If your looking for nasty high priced food with a dash of ghetto scenery cheap BX A$ $ this is the place to be !!,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-0.3226, -1.2441,  0.3405], device='cuda:0', grad_fn=<SelectBackward>)"
