word,actions,label,pred
If your looking for nasty high priced food with a dash of ghetto scenery cheap BX A$ $ this is the place to be !!,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-1.0672, -2.3745,  2.2107], device='cuda:0', grad_fn=<SelectBackward>)"
My only complaint might be the fortune cookies - I 've never had a cookie predict bad luck for me before I visited Kar .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-0.1031,  0.0679, -1.0394], device='cuda:0', grad_fn=<SelectBackward>)"
My only complaint might be the fortune cookies - I 've never had a cookie predict bad luck for me before I visited Kar .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-0.1466,  0.0568, -0.9917], device='cuda:0', grad_fn=<SelectBackward>)"
then she made a fuss about not being able to add 1 or 2 chairs on either end of the table for additional people .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-0.0541, -0.2873, -0.8464], device='cuda:0', grad_fn=<SelectBackward>)"
"A mix of students and area residents crowd into this narrow , barely there space for its quick , tasty treats at dirt-cheap prices .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-1.2282, -1.5996,  1.4719], device='cuda:0', grad_fn=<SelectBackward>)"
The absolute worst service I 've ever experienced and the food was below average -LRB- when they actually gave people the meals they ordered -RRB- .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([ 1.1872, -1.2167, -0.6616], device='cuda:0', grad_fn=<SelectBackward>)"
In Short The Black Sheep distinguishes itself from the Midtown pub herd with a look that 's a mix of sports-bar butch and ornate kitsch .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-0.4457, -1.9831,  1.1359], device='cuda:0', grad_fn=<SelectBackward>)"
"the dinner menu offers a variety of great entrees , including fresh seafood and huge steaks , there 's also a couple of non-meat alternatives .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.8685, -0.6922,  1.3132], device='cuda:0', grad_fn=<SelectBackward>)"
good place to hang out during the day after shopping or to grab a simple soup or classic french dish over a glass of wine .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.4845, -1.1791,  1.3528], device='cuda:0', grad_fn=<SelectBackward>)"
good place to hang out during the day after shopping or to grab a simple soup or classic french dish over a glass of wine .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.4488, -1.2855,  1.4682], device='cuda:0', grad_fn=<SelectBackward>)"
good place to hang out during the day after shopping or to grab a simple soup or classic french dish over a glass of wine .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.6892, -0.3491,  0.4023], device='cuda:0', grad_fn=<SelectBackward>)"
"If you are here as a pre-show meal , hop in a cab and take the extra 10 minutes to go to the uptown location .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.0199, -0.3655, -0.2176], device='cuda:0', grad_fn=<SelectBackward>)"
"I have never in my life sent back food before , but I simply had to , and the waiter argued with me over this .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-0.1237, -0.1189, -0.9359], device='cuda:0', grad_fn=<SelectBackward>)"
"Creamy appetizers -- taramasalata , eggplant salad , and Greek yogurt -LRB- with cuccumber , dill , and garlic -RRB- taste excellent when on warm pitas .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.9857, -2.1185,  3.0187], device='cuda:0', grad_fn=<SelectBackward>)"
"The halibut cheek appetizer came with a generous portion of foie gras , but that 's about the only positive thing I can say about the meal .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.6785, -1.4549,  2.1518], device='cuda:0', grad_fn=<SelectBackward>)"
"All-time favorites include the Big Mac , Chicken McNuggets , Filet-O-Fish sandwich and McDonald 's famous french fries ; lighter options like entree-sized salads are also available .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.6704, -0.9007,  1.1843], device='cuda:0', grad_fn=<SelectBackward>)"
"Young neighborhood trendies graze at the counter during the day , while chic , art-house drinkers with heavy doses of the munchies pile in late at night .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.0280, -0.7126,  0.1119], device='cuda:0', grad_fn=<SelectBackward>)"
"The best dessert , a chocolate and peanut butter tart , is n't particularly Hawaiian , but it 's a small world when it comes to sweets .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.0357, -0.6662,  0.5031], device='cuda:0', grad_fn=<SelectBackward>)"
"'' The menu includes pub fare -- burgers , steaks and shepherds pie -- and even a portabella lasagna for those black sheep known as `` vegetarians .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.1164, -0.3449,  0.0047], device='cuda:0', grad_fn=<SelectBackward>)"
"'' The menu includes pub fare -- burgers , steaks and shepherds pie -- and even a portabella lasagna for those black sheep known as `` vegetarians .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.8991, -1.4809,  2.1516], device='cuda:0', grad_fn=<SelectBackward>)"
"'' The menu includes pub fare -- burgers , steaks and shepherds pie -- and even a portabella lasagna for those black sheep known as `` vegetarians .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.9009, -1.4873,  2.1603], device='cuda:0', grad_fn=<SelectBackward>)"
"'' The menu includes pub fare -- burgers , steaks and shepherds pie -- and even a portabella lasagna for those black sheep known as `` vegetarians .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.9252, -1.5447,  2.2498], device='cuda:0', grad_fn=<SelectBackward>)"
"'' The menu includes pub fare -- burgers , steaks and shepherds pie -- and even a portabella lasagna for those black sheep known as `` vegetarians .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.6050, -0.8429,  1.1284], device='cuda:0', grad_fn=<SelectBackward>)"
"'' The menu includes pub fare -- burgers , steaks and shepherds pie -- and even a portabella lasagna for those black sheep known as `` vegetarians .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.8348, -1.3081,  1.8959], device='cuda:0', grad_fn=<SelectBackward>)"
Creative dishes like king crab salad with passion fruit vinaigrette and fettuccine with grilled seafood in a rosemary-orange sauce are unexpected elements on an otherwise predictable bistro menu .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-0.5755, -1.5256,  0.7356], device='cuda:0', grad_fn=<SelectBackward>)"
The lone argentine chorizo appetizer at $ 8.95 was a heavy fennel flavored Italian sausage like the ones that sell for $ 2.99 / lb at the store .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-0.8913, -0.7863,  0.0953], device='cuda:0', grad_fn=<SelectBackward>)"
The lone argentine chorizo appetizer at $ 8.95 was a heavy fennel flavored Italian sausage like the ones that sell for $ 2.99 / lb at the store .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-0.8721, -0.7722,  0.0339], device='cuda:0', grad_fn=<SelectBackward>)"
"Not only was the sushi fresh , they also served other entrees allowed each guest something to choose from and we all left happy -LRB- try the duck !","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(2, device='cuda:0')","tensor([-1.5303,  0.2374, -0.1023], device='cuda:0', grad_fn=<SelectBackward>)"
"Well , it happened because of a graceless manager and a rude bartender who had us waiting 20 minutes for drinks , and then tells us to chill out .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([ 0.0659, -0.2172, -1.1789], device='cuda:0', grad_fn=<SelectBackward>)"
They bring a sauce cart up to your table and offer you up to 7 or 8 choices of sauces for your steak -LRB- I tried them ALL -RRB- .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.0929, -1.1753,  0.9390], device='cuda:0', grad_fn=<SelectBackward>)"
They bring a sauce cart up to your table and offer you up to 7 or 8 choices of sauces for your steak -LRB- I tried them ALL -RRB- .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.1285, -1.0669,  0.8361], device='cuda:0', grad_fn=<SelectBackward>)"
They bring a sauce cart up to your table and offer you up to 7 or 8 choices of sauces for your steak -LRB- I tried them ALL -RRB- .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-0.8979, -0.3883, -0.0482], device='cuda:0', grad_fn=<SelectBackward>)"
"The food is just OKAY , and it 's almost not worth going unless you 're getting the pialla , which is the only dish that 's really good .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(2, device='cuda:0')","tensor([-0.4065, -0.3034, -0.4289], device='cuda:0', grad_fn=<SelectBackward>)"
"THE BANANA PUDDING THEY SERVE HAS NEVER SEEN AN OVEN , THE CRABCAKES ARE WAY OVER SALTED AND DO N'T GET ME STARTED ON THE VERY GREASY MAC AND CHEESE .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-0.8229, -0.7524,  0.3969], device='cuda:0', grad_fn=<SelectBackward>)"
"Dishes denoted as ""Roy's Classics"" -LRB- marked on the menu with asterisks -RRB- are tried-and-true recipes , such as macadamia-crusted mahi mahi , or subtly sweet honey-mustard beef short ribs .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(2, device='cuda:0')","tensor([-0.1762, -0.6973, -0.3222], device='cuda:0', grad_fn=<SelectBackward>)"
"The room is a little plain , but it 's difficult to make such a small place exciting and I would not suggest that as a reason not to go .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-0.6412, -1.5880,  1.0279], device='cuda:0', grad_fn=<SelectBackward>)"
"I came to fresh expecting a great meal , and all I got was marginally so-so food served in a restaurant that was just so freezing we could n't enjoy eating .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-0.5723,  1.4240, -2.0494], device='cuda:0', grad_fn=<SelectBackward>)"
"I came to fresh expecting a great meal , and all I got was marginally so-so food served in a restaurant that was just so freezing we could n't enjoy eating .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-0.5958,  1.4192, -2.0341], device='cuda:0', grad_fn=<SelectBackward>)"
"The comments about fried foods is correct -LRB- below -RRB- but the other dishes , including the lamb entree and many of the salads -LRB- avocado shrimp -RRB- were quite good .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-1.0584, -0.6097,  0.5023], device='cuda:0', grad_fn=<SelectBackward>)"
"Dishes denoted as `` Roy 's Classics '' -LRB- marked on the menu with asterisks -RRB- are tried-and-true recipes , such as macadamia-crusted mahi mahi , or subtly sweet honey-mustard beef short ribs .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-0.1167, -0.2928, -0.8749], device='cuda:0', grad_fn=<SelectBackward>)"
Its good to go there for drinks if you do n't want to get drunk because you 'll be lucky if you can get one drink an hour the service is so bad .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([ 0.3838, -0.8638, -0.6444], device='cuda:0', grad_fn=<SelectBackward>)"
It took 100 years for Parisi to get around to making pizza -LRB- at least I do n't think they ever made it before this year -RRB- ... but it was worth the wait .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(2, device='cuda:0')","tensor([-0.3539, -0.2002, -0.6900], device='cuda:0', grad_fn=<SelectBackward>)"
The manager then told us we could order from whatever menu we wanted but by that time we were so annoyed with the waiter and the resturant that we let and went some place else .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-0.0680, -0.2137, -0.9542], device='cuda:0', grad_fn=<SelectBackward>)"
The manager then told us we could order from whatever menu we wanted but by that time we were so annoyed with the waiter and the resturant that we let and went some place else .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([ 0.3764, -0.6263, -0.9083], device='cuda:0', grad_fn=<SelectBackward>)"
the food was mediocre to be kind - the interior is small and average - the owners are a tag-team of unpleasantries - so rude and snotty i actually let out a hearty guffaw whilst dining .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-0.1037,  1.2248, -1.7597], device='cuda:0', grad_fn=<SelectBackward>)"
the food was mediocre to be kind - the interior is small and average - the owners are a tag-team of unpleasantries - so rude and snotty i actually let out a hearty guffaw whilst dining .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-0.1042,  1.2255, -1.7598], device='cuda:0', grad_fn=<SelectBackward>)"
the food was mediocre to be kind - the interior is small and average - the owners are a tag-team of unpleasantries - so rude and snotty i actually let out a hearty guffaw whilst dining .,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-0.0995,  1.2179, -1.7581], device='cuda:0', grad_fn=<SelectBackward>)"
"Would you ever believe that when you complain about over an hour wait , when they tell you it will be 20-30 minutes , the manager tells the bartender to spill the drinks you just paid for ?","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-0.1402, -0.3596, -0.7321], device='cuda:0', grad_fn=<SelectBackward>)"
"The other times I 've gone it 's romantic date heaven , you can walk in get a booth by the windows , be treated like a VIP in a not-crowded place , with great food and service .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-1.1767, -1.9921,  1.3726], device='cuda:0', grad_fn=<SelectBackward>)"
"What can you say about a place where the waitress brings out the wrong entree , then verbally assaults your 80 year old grandmother and gives her lip about sending it back -LRB- which she did politely , by the way -RRB- .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([ 0.1607, -0.2446, -1.0188], device='cuda:0', grad_fn=<SelectBackward>)"
"My Chelsea 's impressive and creative menu includes modern , Westernized Japanese dishes such as Foie Gras Unagi Napolean , Jap style hamburger steak , spicy cod roe spaghetti , black cod with miso base , and rack of lamb in black truffle sauce , to name a few .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-2.5683, -1.3891,  2.5150], device='cuda:0', grad_fn=<SelectBackward>)"
"My Chelsea 's impressive and creative menu includes modern , Westernized Japanese dishes such as Foie Gras Unagi Napolean , Jap style hamburger steak , spicy cod roe spaghetti , black cod with miso base , and rack of lamb in black truffle sauce , to name a few .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-2.5684, -1.3891,  2.5151], device='cuda:0', grad_fn=<SelectBackward>)"
"My Chelsea 's impressive and creative menu includes modern , Westernized Japanese dishes such as Foie Gras Unagi Napolean , Jap style hamburger steak , spicy cod roe spaghetti , black cod with miso base , and rack of lamb in black truffle sauce , to name a few .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-2.5684, -1.3891,  2.5151], device='cuda:0', grad_fn=<SelectBackward>)"
"My Chelsea 's impressive and creative menu includes modern , Westernized Japanese dishes such as Foie Gras Unagi Napolean , Jap style hamburger steak , spicy cod roe spaghetti , black cod with miso base , and rack of lamb in black truffle sauce , to name a few .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-2.5684, -1.3890,  2.5150], device='cuda:0', grad_fn=<SelectBackward>)"
"My Chelsea 's impressive and creative menu includes modern , Westernized Japanese dishes such as Foie Gras Unagi Napolean , Jap style hamburger steak , spicy cod roe spaghetti , black cod with miso base , and rack of lamb in black truffle sauce , to name a few .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-2.5685, -1.3887,  2.5148], device='cuda:0', grad_fn=<SelectBackward>)"
"My Chelsea 's impressive and creative menu includes modern , Westernized Japanese dishes such as Foie Gras Unagi Napolean , Jap style hamburger steak , spicy cod roe spaghetti , black cod with miso base , and rack of lamb in black truffle sauce , to name a few .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(1, device='cuda:0')","tensor([-2.5684, -1.3891,  2.5151], device='cuda:0', grad_fn=<SelectBackward>)"
"The service , however , is a peg or two below the quality of food -LRB- horrible bartenders -RRB- , and the clientele , for the most part , are rowdy , loud-mouthed commuters -LRB- this could explain the bad attitudes from the staff -RRB- getting loaded for an AC/DC concert or a Knicks game .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([ 0.4026, -2.2192,  0.5934], device='cuda:0', grad_fn=<SelectBackward>)"
"The service , however , is a peg or two below the quality of food -LRB- horrible bartenders -RRB- , and the clientele , for the most part , are rowdy , loud-mouthed commuters -LRB- this could explain the bad attitudes from the staff -RRB- getting loaded for an AC/DC concert or a Knicks game .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(2, device='cuda:0')","tensor([ 1.1243, -1.7072, -0.5028], device='cuda:0', grad_fn=<SelectBackward>)"
"The new menu has a few creative items , they were smart enough to keep some of the old favorites -LRB- but they raised the prices -RRB- , the staff is friendly most of the time , but I must agree with the person that wrote about their favorite words : No , ca n't , sorry ... , boy , they wo n't bend the rules for anyone .","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","tensor(0, device='cuda:0')","tensor([-0.3156, -0.6208, -0.2017], device='cuda:0', grad_fn=<SelectBackward>)"
